Name1,Name2,Stamina,Exp,HP,Tame,Vitality,Armour,Speed,Power
Snow Flobes X Grumpkin,Grumpkin X Snow Flobes,70,0,0,0,-1,0,-1,-1
Squish X Squish,Squish X Squish,120,0,0,0,0,0,0,0
Squish X Stonefruit,Stonefruit X Squish,110,0,0,0,0,0,0,0
Squish X Snowdrop Flower,Snowdrop Flower X Squish,100,500,0,100,0,0,0,0
Squish X Icicle Root,Icicle Root X Squish,100,0,0,0,-5,5,-5,-5
Squish X Sweater Plant,Sweater Plant X Squish,100,0,0,0,0,3,0,0
Squish X Chilly Berry,Chilly Berry X Squish,100,0,0,0,1,1,0,0
Squish X Bulbshroom,Bulbshroom X Squish,100,0,0,0,0,0,3,3
Squish X Ruby Plant,Ruby Plant X Squish,100,0,0,0,2,0,2,2
Squish X Snowman Plant,Snowman Plant X Squish,100,0,50,0,1,0,0,0
Squish X Gift Plant,Gift Plant X Squish,100,1000,0,0,0,0,0,0
Squish X Cresent Plant,Cresent Plant X Squish,100,0,0,0,5,0,0,0
Squish X Beach Peach,Beach Peach X Squish,100,0,0,0,0,0,0,0
Squish X Popcorn Plant,Popcorn Plant X Squish,100,0,0,0,0,-1,0,0
Squish X Black Pearl,Black Pearl X Squish,100,0,0,0,0,-3,0,5
Squish X Spectre Flower,Spectre Flower X Squish,90,0,0,50,0,0,-2,0
Squish X Flag Flower,Flag Flower X Squish,90,0,0,40,0,0,0,0
Squish X Skeleplant,Skeleplant X Squish,90,0,0,0,-2,2,0,0
Squish X Electricone,Electricone X Squish,90,0,0,0,0,0,0,4
Squish X Fuzzball,Fuzzball X Squish,90,0,0,0,1,0,1,1
Squish X Wilowisp,Wilowisp X Squish,90,250,0,0,0,0,0,0
Squish X Plantern,Plantern X Squish,90,0,0,0,0,0,4,0
Squish X Heat Plant,Heat Plant X Squish,90,0,0,0,4,0,0,0
Squish X Ghostshroom,Ghostshroom X Squish,90,0,100,0,0,0,0,0
Squish X Colberry,Colberry X Squish,90,0,40,0,0,0,0,0
Squish X Applum,Applum X Squish,90,0,20,0,0,0,0,0
Squish X Tiny Flower,Tiny Flower X Squish,80,50,0,30,0,0,0,0
Squish X Sun Flower,Sun Flower X Squish,80,0,0,30,0,0,2,0
Squish X Fire Flower,Fire Flower X Squish,80,0,0,30,0,0,0,0
Squish X Pinwheel Flower,Pinwheel Flower X Squish,80,0,0,20,1,0,0,0
Squish X Zaplant,Zaplant X Squish,80,0,0,0,0,1,0,3
Squish X Wingfruit,Wingfruit X Squish,80,0,0,0,-8,0,0,8
Squish X Lilypad,Lilypad X Squish,80,0,15,0,0,0,0,0
Squish X CatTail,CatTail X Squish,80,0,0,0,0,0,3,0
Squish X Umbrellashroom,Umbrellashroom X Squish,80,0,0,0,-1,0,0,2
Squish X Mossball,Mossball X Squish,80,0,10,0,0,0,1,1
Squish X Popsiplant,Popsiplant X Squish,80,0,0,0,1,0,2,0
Squish X Hot Air Fruit,Hot Air Fruit X Squish,80,50,20,0,0,0,0,0
Squish X Bolt,Bolt X Squish,80,0,0,0,0,0,5,0
Squish X Flameroot,Flameroot X Squish,80,0,0,0,0,0,4,0
Squish X Bloodroot,Bloodroot X Squish,80,0,0,0,5,0,-5,0
Squish X Eyeberry,Eyeberry X Squish,80,100,0,0,0,0,0,0
Squish X Nimbus Plant,Nimbus Plant X Squish,80,0,0,0,0,0,0,3
Squish X Hot Pepper,Hot Pepper X Squish,80,0,0,0,3,0,0,0
Squish X Yarrow,Yarrow X Squish,80,0,30,0,0,0,0,0
Squish X Spirit Bane,Spirit Bane X Squish,80,0,0,0,0,0,-5,5
Squish X Prickly Plant,Prickly Plant X Squish,80,0,0,0,0,0,0,-4
Squish X Erdenleaf,Erdenleaf X Squish,80,0,0,0,0,-2,0,0
Squish X Flake Flower,Flake Flower X Squish,50,0,0,50,-2,0,-2,-2
Squish X Spiky Plant,Spiky Plant X Squish,50,0,0,0,0,0,-3,0
Squish X Saplant,Saplant X Squish,50,0,0,0,0,0,-5,0
Squish X Nightshade,Nightshade X Squish,50,0,0,0,-3,0,0,0
Squish X Mandrake,Mandrake X Squish,50,0,0,0,0,0,0,-3
Squish X Grumpkin,Grumpkin X Squish,50,0,0,0,-1,0,-1,-1
Stonefruit X Stonefruit,Stonefruit X Stonefruit,100,0,0,0,0,0,0,0
Stonefruit X Snowdrop Flower,Snowdrop Flower X Stonefruit,90,500,0,100,0,0,0,0
Stonefruit X Icicle Root,Icicle Root X Stonefruit,90,0,0,0,-5,5,-5,-5
Stonefruit X Sweater Plant,Sweater Plant X Stonefruit,90,0,0,0,0,3,0,0
Stonefruit X Chilly Berry,Chilly Berry X Stonefruit,90,0,0,0,1,1,0,0
Stonefruit X Bulbshroom,Bulbshroom X Stonefruit,90,0,0,0,0,0,3,3
Stonefruit X Ruby Plant,Ruby Plant X Stonefruit,90,0,0,0,2,0,2,2
Stonefruit X Snowman Plant,Snowman Plant X Stonefruit,90,0,50,0,1,0,0,0
Stonefruit X Gift Plant,Gift Plant X Stonefruit,90,1000,0,0,0,0,0,0
Stonefruit X Cresent Plant,Cresent Plant X Stonefruit,90,0,0,0,5,0,0,0
Stonefruit X Beach Peach,Beach Peach X Stonefruit,90,0,0,0,0,0,0,0
Stonefruit X Popcorn Plant,Popcorn Plant X Stonefruit,90,0,0,0,0,-1,0,0
Stonefruit X Black Pearl,Black Pearl X Stonefruit,90,0,0,0,0,-3,0,5
Stonefruit X Spectre Flower,Spectre Flower X Stonefruit,80,0,0,50,0,0,-2,0
Stonefruit X Flag Flower,Flag Flower X Stonefruit,80,0,0,40,0,0,0,0
Stonefruit X Skeleplant,Skeleplant X Stonefruit,80,0,0,0,-2,2,0,0
Stonefruit X Electricone,Electricone X Stonefruit,80,0,0,0,0,0,0,4
Stonefruit X Fuzzball,Fuzzball X Stonefruit,80,0,0,0,1,0,1,1
Stonefruit X Wilowisp,Wilowisp X Stonefruit,80,250,0,0,0,0,0,0
Stonefruit X Plantern,Plantern X Stonefruit,80,0,0,0,0,0,4,0
Stonefruit X Heat Plant,Heat Plant X Stonefruit,80,0,0,0,4,0,0,0
Stonefruit X Ghostshroom,Ghostshroom X Stonefruit,80,0,100,0,0,0,0,0
Stonefruit X Colberry,Colberry X Stonefruit,80,0,40,0,0,0,0,0
Stonefruit X Applum,Applum X Stonefruit,80,0,20,0,0,0,0,0
Stonefruit X Tiny Flower,Tiny Flower X Stonefruit,70,50,0,30,0,0,0,0
Stonefruit X Sun Flower,Sun Flower X Stonefruit,70,0,0,30,0,0,2,0
Stonefruit X Fire Flower,Fire Flower X Stonefruit,70,0,0,30,0,0,0,0
Stonefruit X Pinwheel Flower,Pinwheel Flower X Stonefruit,70,0,0,20,1,0,0,0
Stonefruit X Zaplant,Zaplant X Stonefruit,70,0,0,0,0,1,0,3
Stonefruit X Wingfruit,Wingfruit X Stonefruit,70,0,0,0,-8,0,0,8
Stonefruit X Lilypad,Lilypad X Stonefruit,70,0,15,0,0,0,0,0
Stonefruit X CatTail,CatTail X Stonefruit,70,0,0,0,0,0,3,0
Stonefruit X Umbrellashroom,Umbrellashroom X Stonefruit,70,0,0,0,-1,0,0,2
Stonefruit X Mossball,Mossball X Stonefruit,70,0,10,0,0,0,1,1
Stonefruit X Popsiplant,Popsiplant X Stonefruit,70,0,0,0,1,0,2,0
Stonefruit X Hot Air Fruit,Hot Air Fruit X Stonefruit,70,50,20,0,0,0,0,0
Stonefruit X Bolt,Bolt X Stonefruit,70,0,0,0,0,0,5,0
Stonefruit X Flameroot,Flameroot X Stonefruit,70,0,0,0,0,0,4,0
Stonefruit X Bloodroot,Bloodroot X Stonefruit,70,0,0,0,5,0,-5,0
Stonefruit X Eyeberry,Eyeberry X Stonefruit,70,100,0,0,0,0,0,0
Stonefruit X Nimbus Plant,Nimbus Plant X Stonefruit,70,0,0,0,0,0,0,3
Stonefruit X Hot Pepper,Hot Pepper X Stonefruit,70,0,0,0,3,0,0,0
Stonefruit X Yarrow,Yarrow X Stonefruit,70,0,30,0,0,0,0,0
Stonefruit X Spirit Bane,Spirit Bane X Stonefruit,70,0,0,0,0,0,-5,5
Stonefruit X Prickly Plant,Prickly Plant X Stonefruit,70,0,0,0,0,0,0,-4
Stonefruit X Erdenleaf,Erdenleaf X Stonefruit,70,0,0,0,0,-2,0,0
Stonefruit X Flake Flower,Flake Flower X Stonefruit,40,0,0,50,-2,0,-2,-2
Stonefruit X Spiky Plant,Spiky Plant X Stonefruit,40,0,0,0,0,0,-3,0
Stonefruit X Saplant,Saplant X Stonefruit,40,0,0,0,0,0,-5,0
Stonefruit X Nightshade,Nightshade X Stonefruit,40,0,0,0,-3,0,0,0
Stonefruit X Mandrake,Mandrake X Stonefruit,40,0,0,0,0,0,0,-3
Stonefruit X Grumpkin,Grumpkin X Stonefruit,40,0,0,0,-1,0,-1,-1
Snowdrop Flower X Snowdrop Flower,Snowdrop Flower X Snowdrop Flower,80,1000,0,200,0,0,0,0
Snowdrop Flower X Icicle Root,Icicle Root X Snowdrop Flower,80,500,0,100,-5,5,-5,-5
Snowdrop Flower X Sweater Plant,Sweater Plant X Snowdrop Flower,80,500,0,100,0,3,0,0
Snowdrop Flower X Chilly Berry,Chilly Berry X Snowdrop Flower,80,500,0,100,1,1,0,0
Snowdrop Flower X Bulbshroom,Bulbshroom X Snowdrop Flower,80,500,0,100,0,0,3,3
Snowdrop Flower X Ruby Plant,Ruby Plant X Snowdrop Flower,80,500,0,100,2,0,2,2
Snowdrop Flower X Snowman Plant,Snowman Plant X Snowdrop Flower,80,500,50,100,1,0,0,0
Snowdrop Flower X Gift Plant,Gift Plant X Snowdrop Flower,80,1500,0,100,0,0,0,0
Snowdrop Flower X Cresent Plant,Cresent Plant X Snowdrop Flower,80,500,0,100,5,0,0,0
Snowdrop Flower X Beach Peach,Beach Peach X Snowdrop Flower,80,500,0,100,0,0,0,0
Snowdrop Flower X Popcorn Plant,Popcorn Plant X Snowdrop Flower,80,500,0,100,0,-1,0,0
Snowdrop Flower X Black Pearl,Black Pearl X Snowdrop Flower,80,500,0,100,0,-3,0,5
Snowdrop Flower X Spectre Flower,Spectre Flower X Snowdrop Flower,70,500,0,150,0,0,-2,0
Snowdrop Flower X Flag Flower,Flag Flower X Snowdrop Flower,70,500,0,140,0,0,0,0
Snowdrop Flower X Skeleplant,Skeleplant X Snowdrop Flower,70,500,0,100,-2,2,0,0
Snowdrop Flower X Electricone,Electricone X Snowdrop Flower,70,500,0,100,0,0,0,4
Snowdrop Flower X Fuzzball,Fuzzball X Snowdrop Flower,70,500,0,100,1,0,1,1
Snowdrop Flower X Wilowisp,Wilowisp X Snowdrop Flower,70,750,0,100,0,0,0,0
Snowdrop Flower X Plantern,Plantern X Snowdrop Flower,70,500,0,100,0,0,4,0
Snowdrop Flower X Heat Plant,Heat Plant X Snowdrop Flower,70,500,0,100,4,0,0,0
Snowdrop Flower X Ghostshroom,Ghostshroom X Snowdrop Flower,70,500,100,100,0,0,0,0
Snowdrop Flower X Colberry,Colberry X Snowdrop Flower,70,500,40,100,0,0,0,0
Snowdrop Flower X Applum,Applum X Snowdrop Flower,70,500,20,100,0,0,0,0
Snowdrop Flower X Tiny Flower,Tiny Flower X Snowdrop Flower,60,550,0,130,0,0,0,0
Snowdrop Flower X Sun Flower,Sun Flower X Snowdrop Flower,60,500,0,130,0,0,2,0
Snowdrop Flower X Fire Flower,Fire Flower X Snowdrop Flower,60,500,0,130,0,0,0,0
Snowdrop Flower X Pinwheel Flower,Pinwheel Flower X Snowdrop Flower,60,500,0,120,1,0,0,0
Snowdrop Flower X Zaplant,Zaplant X Snowdrop Flower,60,500,0,100,0,1,0,3
Snowdrop Flower X Wingfruit,Wingfruit X Snowdrop Flower,60,500,0,100,-8,0,0,8
Snowdrop Flower X Lilypad,Lilypad X Snowdrop Flower,60,500,15,100,0,0,0,0
Snowdrop Flower X CatTail,CatTail X Snowdrop Flower,60,500,0,100,0,0,3,0
Snowdrop Flower X Umbrellashroom,Umbrellashroom X Snowdrop Flower,60,500,0,100,-1,0,0,2
Snowdrop Flower X Mossball,Mossball X Snowdrop Flower,60,500,10,100,0,0,1,1
Snowdrop Flower X Popsiplant,Popsiplant X Snowdrop Flower,60,500,0,100,1,0,2,0
Snowdrop Flower X Hot Air Fruit,Hot Air Fruit X Snowdrop Flower,60,550,20,100,0,0,0,0
Snowdrop Flower X Bolt,Bolt X Snowdrop Flower,60,500,0,100,0,0,5,0
Snowdrop Flower X Flameroot,Flameroot X Snowdrop Flower,60,500,0,100,0,0,4,0
Snowdrop Flower X Bloodroot,Bloodroot X Snowdrop Flower,60,500,0,100,5,0,-5,0
Snowdrop Flower X Eyeberry,Eyeberry X Snowdrop Flower,60,600,0,100,0,0,0,0
Snowdrop Flower X Nimbus Plant,Nimbus Plant X Snowdrop Flower,60,500,0,100,0,0,0,3
Snowdrop Flower X Hot Pepper,Hot Pepper X Snowdrop Flower,60,500,0,100,3,0,0,0
Snowdrop Flower X Yarrow,Yarrow X Snowdrop Flower,60,500,30,100,0,0,0,0
Snowdrop Flower X Spirit Bane,Spirit Bane X Snowdrop Flower,60,500,0,100,0,0,-5,5
Snowdrop Flower X Prickly Plant,Prickly Plant X Snowdrop Flower,60,500,0,100,0,0,0,-4
Snowdrop Flower X Erdenleaf,Erdenleaf X Snowdrop Flower,60,500,0,100,0,-2,0,0
Snowdrop Flower X Flake Flower,Flake Flower X Snowdrop Flower,30,500,0,150,-2,0,-2,-2
Snowdrop Flower X Spiky Plant,Spiky Plant X Snowdrop Flower,30,500,0,100,0,0,-3,0
Snowdrop Flower X Saplant,Saplant X Snowdrop Flower,30,500,0,100,0,0,-5,0
Snowdrop Flower X Nightshade,Nightshade X Snowdrop Flower,30,500,0,100,-3,0,0,0
Snowdrop Flower X Mandrake,Mandrake X Snowdrop Flower,30,500,0,100,0,0,0,-3
Snowdrop Flower X Grumpkin,Grumpkin X Snowdrop Flower,30,500,0,100,-1,0,-1,-1
Icicle Root X Icicle Root,Icicle Root X Icicle Root,80,0,0,0,-10,10,-10,-10
Icicle Root X Sweater Plant,Sweater Plant X Icicle Root,80,0,0,0,-5,8,-5,-5
Icicle Root X Chilly Berry,Chilly Berry X Icicle Root,80,0,0,0,-4,6,-5,-5
Icicle Root X Bulbshroom,Bulbshroom X Icicle Root,80,0,0,0,-5,5,-2,-2
Icicle Root X Ruby Plant,Ruby Plant X Icicle Root,80,0,0,0,-3,5,-3,-3
Icicle Root X Snowman Plant,Snowman Plant X Icicle Root,80,0,50,0,-4,5,-5,-5
Icicle Root X Gift Plant,Gift Plant X Icicle Root,80,1000,0,0,-5,5,-5,-5
Icicle Root X Cresent Plant,Cresent Plant X Icicle Root,80,0,0,0,0,5,-5,-5
Icicle Root X Beach Peach,Beach Peach X Icicle Root,80,0,0,0,-5,5,-5,-5
Icicle Root X Popcorn Plant,Popcorn Plant X Icicle Root,80,0,0,0,-5,4,-5,-5
Icicle Root X Black Pearl,Black Pearl X Icicle Root,80,0,0,0,-5,2,-5,0
Icicle Root X Spectre Flower,Spectre Flower X Icicle Root,70,0,0,50,-5,5,-7,-5
Icicle Root X Flag Flower,Flag Flower X Icicle Root,70,0,0,40,-5,5,-5,-5
Icicle Root X Skeleplant,Skeleplant X Icicle Root,70,0,0,0,-7,7,-5,-5
Icicle Root X Electricone,Electricone X Icicle Root,70,0,0,0,-5,5,-5,-1
Icicle Root X Fuzzball,Fuzzball X Icicle Root,70,0,0,0,-4,5,-4,-4
Icicle Root X Wilowisp,Wilowisp X Icicle Root,70,250,0,0,-5,5,-5,-5
Icicle Root X Plantern,Plantern X Icicle Root,70,0,0,0,-5,5,-1,-5
Icicle Root X Heat Plant,Heat Plant X Icicle Root,70,0,0,0,-1,5,-5,-5
Icicle Root X Ghostshroom,Ghostshroom X Icicle Root,70,0,100,0,-5,5,-5,-5
Icicle Root X Colberry,Colberry X Icicle Root,70,0,40,0,-5,5,-5,-5
Icicle Root X Applum,Applum X Icicle Root,70,0,20,0,-5,5,-5,-5
Icicle Root X Tiny Flower,Tiny Flower X Icicle Root,60,50,0,30,-5,5,-5,-5
Icicle Root X Sun Flower,Sun Flower X Icicle Root,60,0,0,30,-5,5,-3,-5
Icicle Root X Fire Flower,Fire Flower X Icicle Root,60,0,0,30,-5,5,-5,-5
Icicle Root X Pinwheel Flower,Pinwheel Flower X Icicle Root,60,0,0,20,-4,5,-5,-5
Icicle Root X Zaplant,Zaplant X Icicle Root,60,0,0,0,-5,6,-5,-2
Icicle Root X Wingfruit,Wingfruit X Icicle Root,60,0,0,0,-13,5,-5,3
Icicle Root X Lilypad,Lilypad X Icicle Root,60,0,15,0,-5,5,-5,-5
Icicle Root X CatTail,CatTail X Icicle Root,60,0,0,0,-5,5,-2,-5
Icicle Root X Umbrellashroom,Umbrellashroom X Icicle Root,60,0,0,0,-6,5,-5,-3
Icicle Root X Mossball,Mossball X Icicle Root,60,0,10,0,-5,5,-4,-4
Icicle Root X Popsiplant,Popsiplant X Icicle Root,60,0,0,0,-4,5,-3,-5
Icicle Root X Hot Air Fruit,Hot Air Fruit X Icicle Root,60,50,20,0,-5,5,-5,-5
Icicle Root X Bolt,Bolt X Icicle Root,60,0,0,0,-5,5,0,-5
Icicle Root X Flameroot,Flameroot X Icicle Root,60,0,0,0,-5,5,-1,-5
Icicle Root X Bloodroot,Bloodroot X Icicle Root,60,0,0,0,0,5,-10,-5
Icicle Root X Eyeberry,Eyeberry X Icicle Root,60,100,0,0,-5,5,-5,-5
Icicle Root X Nimbus Plant,Nimbus Plant X Icicle Root,60,0,0,0,-5,5,-5,-2
Icicle Root X Hot Pepper,Hot Pepper X Icicle Root,60,0,0,0,-2,5,-5,-5
Icicle Root X Yarrow,Yarrow X Icicle Root,60,0,30,0,-5,5,-5,-5
Icicle Root X Spirit Bane,Spirit Bane X Icicle Root,60,0,0,0,-5,5,-10,0
Icicle Root X Prickly Plant,Prickly Plant X Icicle Root,60,0,0,0,-5,5,-5,-9
Icicle Root X Erdenleaf,Erdenleaf X Icicle Root,60,0,0,0,-5,3,-5,-5
Icicle Root X Flake Flower,Flake Flower X Icicle Root,30,0,0,50,-7,5,-7,-7
Icicle Root X Spiky Plant,Spiky Plant X Icicle Root,30,0,0,0,-5,5,-8,-5
Icicle Root X Saplant,Saplant X Icicle Root,30,0,0,0,-5,5,-10,-5
Icicle Root X Nightshade,Nightshade X Icicle Root,30,0,0,0,-8,5,-5,-5
Icicle Root X Mandrake,Mandrake X Icicle Root,30,0,0,0,-5,5,-5,-8
Icicle Root X Grumpkin,Grumpkin X Icicle Root,30,0,0,0,-6,5,-6,-6
Sweater Plant X Sweater Plant,Sweater Plant X Sweater Plant,80,0,0,0,0,6,0,0
Sweater Plant X Chilly Berry,Chilly Berry X Sweater Plant,80,0,0,0,1,4,0,0
Sweater Plant X Bulbshroom,Bulbshroom X Sweater Plant,80,0,0,0,0,3,3,3
Sweater Plant X Ruby Plant,Ruby Plant X Sweater Plant,80,0,0,0,2,3,2,2
Sweater Plant X Snowman Plant,Snowman Plant X Sweater Plant,80,0,50,0,1,3,0,0
Sweater Plant X Gift Plant,Gift Plant X Sweater Plant,80,1000,0,0,0,3,0,0
Sweater Plant X Cresent Plant,Cresent Plant X Sweater Plant,80,0,0,0,5,3,0,0
Sweater Plant X Beach Peach,Beach Peach X Sweater Plant,80,0,0,0,0,3,0,0
Sweater Plant X Popcorn Plant,Popcorn Plant X Sweater Plant,80,0,0,0,0,2,0,0
Sweater Plant X Black Pearl,Black Pearl X Sweater Plant,80,0,0,0,0,0,0,5
Sweater Plant X Spectre Flower,Spectre Flower X Sweater Plant,70,0,0,50,0,3,-2,0
Sweater Plant X Flag Flower,Flag Flower X Sweater Plant,70,0,0,40,0,3,0,0
Sweater Plant X Skeleplant,Skeleplant X Sweater Plant,70,0,0,0,-2,5,0,0
Sweater Plant X Electricone,Electricone X Sweater Plant,70,0,0,0,0,3,0,4
Sweater Plant X Fuzzball,Fuzzball X Sweater Plant,70,0,0,0,1,3,1,1
Sweater Plant X Wilowisp,Wilowisp X Sweater Plant,70,250,0,0,0,3,0,0
Sweater Plant X Plantern,Plantern X Sweater Plant,70,0,0,0,0,3,4,0
Sweater Plant X Heat Plant,Heat Plant X Sweater Plant,70,0,0,0,4,3,0,0
Sweater Plant X Ghostshroom,Ghostshroom X Sweater Plant,70,0,100,0,0,3,0,0
Sweater Plant X Colberry,Colberry X Sweater Plant,70,0,40,0,0,3,0,0
Sweater Plant X Applum,Applum X Sweater Plant,70,0,20,0,0,3,0,0
Sweater Plant X Tiny Flower,Tiny Flower X Sweater Plant,60,50,0,30,0,3,0,0
Sweater Plant X Sun Flower,Sun Flower X Sweater Plant,60,0,0,30,0,3,2,0
Sweater Plant X Fire Flower,Fire Flower X Sweater Plant,60,0,0,30,0,3,0,0
Sweater Plant X Pinwheel Flower,Pinwheel Flower X Sweater Plant,60,0,0,20,1,3,0,0
Sweater Plant X Zaplant,Zaplant X Sweater Plant,60,0,0,0,0,4,0,3
Sweater Plant X Wingfruit,Wingfruit X Sweater Plant,60,0,0,0,-8,3,0,8
Sweater Plant X Lilypad,Lilypad X Sweater Plant,60,0,15,0,0,3,0,0
Sweater Plant X CatTail,CatTail X Sweater Plant,60,0,0,0,0,3,3,0
Sweater Plant X Umbrellashroom,Umbrellashroom X Sweater Plant,60,0,0,0,-1,3,0,2
Sweater Plant X Mossball,Mossball X Sweater Plant,60,0,10,0,0,3,1,1
Sweater Plant X Popsiplant,Popsiplant X Sweater Plant,60,0,0,0,1,3,2,0
Sweater Plant X Hot Air Fruit,Hot Air Fruit X Sweater Plant,60,50,20,0,0,3,0,0
Sweater Plant X Bolt,Bolt X Sweater Plant,60,0,0,0,0,3,5,0
Sweater Plant X Flameroot,Flameroot X Sweater Plant,60,0,0,0,0,3,4,0
Sweater Plant X Bloodroot,Bloodroot X Sweater Plant,60,0,0,0,5,3,-5,0
Sweater Plant X Eyeberry,Eyeberry X Sweater Plant,60,100,0,0,0,3,0,0
Sweater Plant X Nimbus Plant,Nimbus Plant X Sweater Plant,60,0,0,0,0,3,0,3
Sweater Plant X Hot Pepper,Hot Pepper X Sweater Plant,60,0,0,0,3,3,0,0
Sweater Plant X Yarrow,Yarrow X Sweater Plant,60,0,30,0,0,3,0,0
Sweater Plant X Spirit Bane,Spirit Bane X Sweater Plant,60,0,0,0,0,3,-5,5
Sweater Plant X Prickly Plant,Prickly Plant X Sweater Plant,60,0,0,0,0,3,0,-4
Sweater Plant X Erdenleaf,Erdenleaf X Sweater Plant,60,0,0,0,0,1,0,0
Sweater Plant X Flake Flower,Flake Flower X Sweater Plant,30,0,0,50,-2,3,-2,-2
Sweater Plant X Spiky Plant,Spiky Plant X Sweater Plant,30,0,0,0,0,3,-3,0
Sweater Plant X Saplant,Saplant X Sweater Plant,30,0,0,0,0,3,-5,0
Sweater Plant X Nightshade,Nightshade X Sweater Plant,30,0,0,0,-3,3,0,0
Sweater Plant X Mandrake,Mandrake X Sweater Plant,30,0,0,0,0,3,0,-3
Sweater Plant X Grumpkin,Grumpkin X Sweater Plant,30,0,0,0,-1,3,-1,-1
Chilly Berry X Chilly Berry,Chilly Berry X Chilly Berry,80,0,0,0,2,2,0,0
Chilly Berry X Bulbshroom,Bulbshroom X Chilly Berry,80,0,0,0,1,1,3,3
Chilly Berry X Ruby Plant,Ruby Plant X Chilly Berry,80,0,0,0,3,1,2,2
Chilly Berry X Snowman Plant,Snowman Plant X Chilly Berry,80,0,50,0,2,1,0,0
Chilly Berry X Gift Plant,Gift Plant X Chilly Berry,80,1000,0,0,1,1,0,0
Chilly Berry X Cresent Plant,Cresent Plant X Chilly Berry,80,0,0,0,6,1,0,0
Chilly Berry X Beach Peach,Beach Peach X Chilly Berry,80,0,0,0,1,1,0,0
Chilly Berry X Popcorn Plant,Popcorn Plant X Chilly Berry,80,0,0,0,1,0,0,0
Chilly Berry X Black Pearl,Black Pearl X Chilly Berry,80,0,0,0,1,-2,0,5
Chilly Berry X Spectre Flower,Spectre Flower X Chilly Berry,70,0,0,50,1,1,-2,0
Chilly Berry X Flag Flower,Flag Flower X Chilly Berry,70,0,0,40,1,1,0,0
Chilly Berry X Skeleplant,Skeleplant X Chilly Berry,70,0,0,0,-1,3,0,0
Chilly Berry X Electricone,Electricone X Chilly Berry,70,0,0,0,1,1,0,4
Chilly Berry X Fuzzball,Fuzzball X Chilly Berry,70,0,0,0,2,1,1,1
Chilly Berry X Wilowisp,Wilowisp X Chilly Berry,70,250,0,0,1,1,0,0
Chilly Berry X Plantern,Plantern X Chilly Berry,70,0,0,0,1,1,4,0
Chilly Berry X Heat Plant,Heat Plant X Chilly Berry,70,0,0,0,5,1,0,0
Chilly Berry X Ghostshroom,Ghostshroom X Chilly Berry,70,0,100,0,1,1,0,0
Chilly Berry X Colberry,Colberry X Chilly Berry,70,0,40,0,1,1,0,0
Chilly Berry X Applum,Applum X Chilly Berry,70,0,20,0,1,1,0,0
Chilly Berry X Tiny Flower,Tiny Flower X Chilly Berry,60,50,0,30,1,1,0,0
Chilly Berry X Sun Flower,Sun Flower X Chilly Berry,60,0,0,30,1,1,2,0
Chilly Berry X Fire Flower,Fire Flower X Chilly Berry,60,0,0,30,1,1,0,0
Chilly Berry X Pinwheel Flower,Pinwheel Flower X Chilly Berry,60,0,0,20,2,1,0,0
Chilly Berry X Zaplant,Zaplant X Chilly Berry,60,0,0,0,1,2,0,3
Chilly Berry X Wingfruit,Wingfruit X Chilly Berry,60,0,0,0,-7,1,0,8
Chilly Berry X Lilypad,Lilypad X Chilly Berry,60,0,15,0,1,1,0,0
Chilly Berry X CatTail,CatTail X Chilly Berry,60,0,0,0,1,1,3,0
Chilly Berry X Umbrellashroom,Umbrellashroom X Chilly Berry,60,0,0,0,0,1,0,2
Chilly Berry X Mossball,Mossball X Chilly Berry,60,0,10,0,1,1,1,1
Chilly Berry X Popsiplant,Popsiplant X Chilly Berry,60,0,0,0,2,1,2,0
Chilly Berry X Hot Air Fruit,Hot Air Fruit X Chilly Berry,60,50,20,0,1,1,0,0
Chilly Berry X Bolt,Bolt X Chilly Berry,60,0,0,0,1,1,5,0
Chilly Berry X Flameroot,Flameroot X Chilly Berry,60,0,0,0,1,1,4,0
Chilly Berry X Bloodroot,Bloodroot X Chilly Berry,60,0,0,0,6,1,-5,0
Chilly Berry X Eyeberry,Eyeberry X Chilly Berry,60,100,0,0,1,1,0,0
Chilly Berry X Nimbus Plant,Nimbus Plant X Chilly Berry,60,0,0,0,1,1,0,3
Chilly Berry X Hot Pepper,Hot Pepper X Chilly Berry,60,0,0,0,4,1,0,0
Chilly Berry X Yarrow,Yarrow X Chilly Berry,60,0,30,0,1,1,0,0
Chilly Berry X Spirit Bane,Spirit Bane X Chilly Berry,60,0,0,0,1,1,-5,5
Chilly Berry X Prickly Plant,Prickly Plant X Chilly Berry,60,0,0,0,1,1,0,-4
Chilly Berry X Erdenleaf,Erdenleaf X Chilly Berry,60,0,0,0,1,-1,0,0
Chilly Berry X Flake Flower,Flake Flower X Chilly Berry,30,0,0,50,-1,1,-2,-2
Chilly Berry X Spiky Plant,Spiky Plant X Chilly Berry,30,0,0,0,1,1,-3,0
Chilly Berry X Saplant,Saplant X Chilly Berry,30,0,0,0,1,1,-5,0
Chilly Berry X Nightshade,Nightshade X Chilly Berry,30,0,0,0,-2,1,0,0
Chilly Berry X Mandrake,Mandrake X Chilly Berry,30,0,0,0,1,1,0,-3
Chilly Berry X Grumpkin,Grumpkin X Chilly Berry,30,0,0,0,0,1,-1,-1
Bulbshroom X Bulbshroom,Bulbshroom X Bulbshroom,80,0,0,0,0,0,6,6
Bulbshroom X Ruby Plant,Ruby Plant X Bulbshroom,80,0,0,0,2,0,5,5
